"Avaliacao","Lucro_Mediana","Lucro_Min","Lucro_Max"
1431,576,433,850
1432,576,433,850
1433,576,433,850
1434,576,433,850
1435,576,433,850
1436,576,433,850
1437,576,433,850
1438,576,433,850
1439,576,433,850
1440,576,433,850
1441,576,433,850
1442,576,433,850
1443,576,433,850
1444,576,433,850
1445,576,433,850
1446,576,433,850
1447,576,433,850
1448,576,433,850
1449,576,433,850
1450,576,433,850
1451,576,433,850
1452,576,433,850
1453,576,433,850
1454,576,433,850
1455,576,433,850
1456,576,433,850
1457,576,433,850
1458,576,433,850
1459,576,433,850
1460,576,433,850
1461,576,433,850
1462,576,433,850
1463,576,433,850
1464,576,433,850
1465,576,433,850
1466,576,433,850
1467,576,433,850
1468,576,433,850
1469,576,433,850
1470,576,433,850
1471,576,433,850
1472,576,433,850
1473,576,433,850
1474,576,433,850
1475,576,433,850
1476,576,433,850
1477,576,433,850
1478,576,433,850
1479,576,433,850
1480,576,433,850
1481,576,433,850
1482,576,433,850
1483,576,433,850
1484,576,433,850
1485,576,433,850
1486,576,433,850
1487,576,433,850
1488,576,433,850
1489,576,433,850
1490,576,433,850
1491,576,433,850
1492,576,433,850
1493,576,433,850
1494,576,433,850
1495,576,433,850
1496,576,433,850
1497,576,433,850
1498,576,433,850
1499,576,433,850
1500,576,433,850
1501,576,433,850
1502,576,433,850
1503,576,433,850
1504,606,433,850
1505,606,433,850
1506,606,433,850
1507,606,433,850
1508,606,433,850
1509,606,433,850
1510,606,433,850
1511,606,433,850
1512,606,433,850
1513,606,433,850
1514,606,433,850
1515,606,433,850
1516,606,433,864
1517,606,433,864
1518,606,433,864
1519,606,433,864
1520,606,433,864
1521,606,433,864
1522,606,433,864
1523,606,433,864
1524,606,433,864
1525,606,433,864
1526,606,433,864
1527,606,433,864
1528,606,433,864
1529,606,433,864
1530,606,433,864
1531,606,433,864
1532,606,433,864
1533,606,433,864
1534,606,433,864
1535,606,433,864
1536,606,433,864
1537,606,433,864
1538,606,433,864
1539,606,433,864
1540,606,433,864
1541,606,433,864
1542,606,433,864
1543,606,433,864
1544,606,433,864
1545,606,433,864
1546,606,433,864
1547,606,433,864
1548,606,433,864
1549,606,433,864
1550,606,433,864
1551,606,433,864
1552,606,433,864
1553,606,433,864
1554,606,433,864
1555,606,433,864
1556,606,433,864
1557,606,433,864
1558,606,433,864
1559,606,433,864
1560,606,433,864
1561,606,433,864
1562,606,433,864
1563,606,433,864
1564,606,433,864
1565,606,433,864
1566,606,433,864
1567,606,433,864
1568,606,433,864
1569,606,433,864
1570,606,433,864
1571,606,433,864
1572,606,433,864
1573,606,433,864
1574,606,433,864
1575,606,433,864
1576,606,433,864
1577,606,433,864
1578,606,433,864
1579,606,433,864
1580,606,433,864
1581,606,433,864
1582,606,433,864
1583,606,433,864
1584,606,433,864
1585,606,433,864
1586,606,433,864
1587,606,433,864
1588,606,433,864
1589,606,433,864
1590,606,433,864
1591,606,433,864
1592,606,433,864
1593,606,433,864
1594,606,433,864
1595,606,472,864
1596,606,472,864
1597,606,472,864
1598,606,472,864
1599,606,472,864
1600,611,472,864
1601,611,472,864
1602,611,472,864
1603,611,472,864
1604,611,472,864
1605,611,472,864
1606,611,472,864
1607,611,472,864
1608,611,472,864
1609,611,472,864
1610,611,472,864
1611,611,472,864
1612,611,472,864
1613,611,472,864
1614,611,472,864
1615,611,472,864
1616,611,472,864
1617,611,472,864
1618,611,472,864
1619,611,472,864
1620,611,472,864
1621,611,472,864
1622,611,472,864
1623,630,472,864
1624,630,472,864
1625,630,472,864
1626,630,472,864
1627,630,472,864
1628,630,472,864
1629,630,472,864
1630,630,472,864
1631,630,472,864
1632,630,472,864
1633,630,472,864
1634,630,472,864
